wavelength_um,n,k
0.236,1.7764463,2.0020163e-07
0.237,1.7748347,1.8490476e-07
0.238,1.7732231,1.8064278e-07
0.239,1.7716116,1.6687881e-07
0.24,1.77,1.4895221e-07
0.241,1.7686667,1.4298935e-07
0.242,1.7673333,1.3690927e-07
0.243,1.766,1.1816196e-07
0.244,1.7646667,9.8240334e-08
0.245,1.7633333,9.3315463e-08
0.246,1.762,8.6298924e-08
0.247,1.7606667,7.9973321e-08
0.248,1.7593333,6.6150945e-08
0.249,1.758,5.5324243e-08
0.25,1.7566667,5.3625624e-08
0.26,1.7442,0.0
0.27,1.7334074,0.0
0.28,1.7243589,0.0
0.29,1.7160196,0.0
0.3,1.7088,0.0
0.31,1.7027,0.0
0.32,1.6973242,0.0
0.33,1.6925727,0.0
0.34,1.6886018,0.0
0.35,1.6856345,0.0
0.36,1.6826673,0.0
0.37,1.6797,0.0
0.38,1.6773667,0.0
0.39,1.6750333,0.0
0.4,1.6727,0.0
0.41,1.6709689,0.0
0.42,1.6692379,0.0
0.43,1.6675068,0.0
0.44,1.666128,0.0
0.45,1.6650567,0.0
0.46,1.6639853,0.0
0.47,1.662914,0.0
0.48,1.6618427,0.0
0.49,1.6607713,0.0
0.5,1.6597,0.0
0.51,1.6589,0.0
0.52,1.6581,0.0
0.53,1.6573,0.0
0.54,1.6565,0.0
0.55,1.6557,0.0
0.56,1.6550995,0.0
0.57,1.654499,0.0
0.58,1.6538984,0.0
0.59,1.6532979,0.0
0.6,1.6526974,0.0
0.61,1.6520969,0.0
0.62,1.6515943,0.0
0.63,1.6512825,0.0
0.64,1.6509707,0.0
0.65,1.6506589,0.0
0.66,1.6503471,0.0
0.67,1.6500353,0.0
0.68,1.6497236,0.0
0.69,1.6494118,0.0
0.7,1.6491,0.0
0.71,1.64891,0.0
0.72,1.64872,0.0
0.73,1.64853,0.0
0.74,1.64834,0.0
0.75,1.64815,0.0
0.76,1.64796,0.0
0.77,1.64777,0.0
0.78,1.64758,0.0
0.79,1.64739,0.0
0.8,1.6472,0.0
0.81,1.64703,0.0
0.82,1.64686,0.0
0.83,1.64669,0.0
0.84,1.64652,0.0
0.85,1.64635,0.0
0.86,1.64618,0.0
0.87,1.64601,0.0
0.88,1.64584,0.0
0.89,1.64567,0.0
0.9,1.6455,0.0
0.91,1.64535,0.0
0.92,1.6452,0.0
0.93,1.64505,0.0
0.94,1.6449,0.0
0.95,1.64475,0.0
0.96,1.6446,0.0
0.97,1.64445,0.0
0.98,1.6443,0.0
0.99,1.64415,0.0
1.0,1.644,0.0
1.01,1.64387,0.0
1.02,1.64374,0.0
1.03,1.64361,0.0
1.04,1.64348,0.0
1.05,1.64335,0.0
1.06,1.64322,0.0
1.07,1.64309,0.0
1.08,1.64296,0.0
1.09,1.64283,0.0
1.1,1.6427,0.0
1.11,1.6426249,0.0
1.12,1.6425499,0.0
1.13,1.6424748,0.0
1.14,1.6423997,0.0
1.15,1.6423247,0.0
1.16,1.6422496,0.0
1.17,1.6421745,0.0
1.18,1.6420995,0.0
1.19,1.6420244,0.0
1.2,1.6419493,0.0
1.21,1.6418743,0.0
1.22,1.6417992,0.0
1.23,1.6417242,0.0
1.24,1.6416491,0.0
1.25,1.641574,0.0
1.26,1.6414,0.0
1.27,1.6413,0.0
1.28,1.6413,0.0
1.29,1.6412,0.0
1.3,1.6411,0.0
1.31,1.641,0.0
1.32,1.641,0.0
1.33,1.6409,0.0
1.34,1.6408,0.0
1.35,1.6407,0.0
1.36,1.6406,0.0
1.37,1.6405,0.0
1.38,1.6405,0.0
1.39,1.6404,0.0
1.4,1.6403,0.0
1.41,1.6402,0.0
1.42,1.6401,0.0
1.43,1.64,0.0
1.44,1.6399,0.0
1.45,1.6399,0.0
1.46,1.6398,0.0
1.47,1.6397,0.0
1.48,1.6396,0.0
1.49,1.6395,0.0
1.5,1.6394,0.0
1.51,1.6393,0.0
1.52,1.6392,0.0
1.53,1.6391,0.0
1.54,1.639,0.0
1.55,1.6389,0.0
1.56,1.6388,0.0
1.57,1.6387,0.0
1.58,1.6387,0.0
1.59,1.6386,0.0
1.6,1.6385,0.0
1.61,1.6384,0.0
1.62,1.6383,0.0
1.63,1.6382,0.0
1.64,1.6381,0.0
1.65,1.638,0.0
1.66,1.6379,0.0
1.67,1.6378,0.0
1.68,1.6376,0.0
1.69,1.6375,0.0
1.7,1.6374,0.0
1.71,1.6373,0.0
1.72,1.6372,0.0
1.73,1.6371,0.0
1.74,1.637,0.0
1.75,1.6369,0.0
1.76,1.6368,0.0
1.77,1.6367,0.0
1.78,1.6366,0.0
1.79,1.6365,0.0
1.8,1.6364,0.0
1.81,1.6362,0.0
1.82,1.6361,0.0
1.83,1.636,0.0
1.84,1.6359,0.0
1.85,1.6358,0.0
1.86,1.6357,0.0
1.87,1.6356,0.0
1.88,1.6354,0.0
1.89,1.6353,0.0
1.9,1.6352,0.0
1.91,1.6351,0.0
1.92,1.635,0.0
1.93,1.6349,0.0
1.94,1.6347,0.0
1.95,1.6346,0.0
1.96,1.6345,0.0
1.97,1.6344,0.0
1.98,1.6342,0.0
1.99,1.6341,0.0
2.0,1.634,0.0
2.01,1.6339,0.0
2.02,1.6337,0.0
2.03,1.6336,0.0
2.04,1.6335,0.0
2.05,1.6334,0.0
2.06,1.6332,0.0
2.07,1.6331,0.0
2.08,1.633,0.0
2.09,1.6328,0.0
2.1,1.6327,0.0
2.11,1.6326,0.0
2.12,1.6324,0.0
2.13,1.6323,0.0
2.14,1.6322,0.0
2.15,1.632,0.0
2.16,1.6319,0.0
2.17,1.6318,0.0
2.18,1.6316,0.0
2.19,1.6315,0.0
2.2,1.6314,0.0
2.21,1.6312,0.0
2.22,1.6311,0.0
2.23,1.6309,0.0
2.24,1.6308,0.0
2.25,1.6307,0.0
2.26,1.6305,0.0
2.27,1.6304,0.0
2.28,1.6302,0.0
2.29,1.6301,0.0
2.3,1.6299,0.0
2.31,1.6298,0.0
2.32,1.6296,0.0
2.33,1.6295,0.0
2.34,1.6294,0.0
2.35,1.6292,0.0
2.36,1.6291,0.0
2.37,1.6289,0.0
2.38,1.6288,0.0
2.39,1.6286,0.0
2.4,1.6284,0.0
2.41,1.6283,0.0
2.42,1.6281,0.0
2.43,1.628,0.0
2.44,1.6278,0.0
2.45,1.6277,0.0
2.46,1.6275,0.0
2.47,1.6274,0.0
2.48,1.6272,0.0
2.49,1.627,0.0
2.5,1.6269,0.0
2.51,1.6267,0.0
2.52,1.6266,0.0
2.53,1.6264,0.0
2.54,1.6262,0.0
2.55,1.6261,0.0
2.56,1.6259,0.0
2.57,1.6257,0.0
2.58,1.6256,0.0
2.59,1.6254,0.0
2.6,1.6252,0.0
2.61,1.6251,0.0
2.62,1.6249,0.0
2.63,1.6247,0.0
2.64,1.6246,0.0
2.65,1.6244,0.0
2.66,1.6242,0.0
2.67,1.624,0.0
2.68,1.6239,0.0
2.69,1.6237,0.0
2.7,1.6235,0.0
2.71,1.6234,0.0
2.72,1.6232,0.0
2.73,1.623,0.0
2.74,1.6228,0.0
2.75,1.6226,0.0
2.76,1.6225,0.0
2.77,1.6223,0.0
2.78,1.6221,0.0
2.79,1.6219,0.0
2.8,1.6217,0.0
2.81,1.6216,0.0
2.82,1.6214,0.0
2.83,1.6212,0.0
2.84,1.621,0.0
2.85,1.6208,0.0
2.86,1.6206,0.0
2.87,1.6204,0.0
2.88,1.6202,0.0
2.89,1.6201,0.0
2.9,1.6199,0.0
2.91,1.6197,0.0
2.92,1.6195,0.0
2.93,1.6193,0.0
2.94,1.6191,0.0
2.95,1.6189,0.0
2.96,1.6187,0.0
2.97,1.6185,0.0
2.98,1.6183,0.0
2.99,1.6181,0.0
3.0,1.6179,0.0
3.01,1.6177,0.0
3.02,1.6175,0.0
3.03,1.6173,0.0
3.04,1.6171,0.0
3.05,1.6169,0.0
3.06,1.6167,0.0
3.07,1.6165,0.0
3.08,1.6163,0.0
3.09,1.6161,1.2223321e-07
3.1,1.6159,1.7650068e-07
3.11,1.6157,1.688209e-07
3.12,1.6155,1.4549151e-07
3.13,1.6153,1.2566563e-07
3.14,1.6151,1.4002473e-07
3.15,1.6149,2.1469689e-07
3.16,1.6146,2.2937152e-07
3.17,1.6144,2.0832043e-07
3.18,1.6142,1.5729439e-07
3.19,1.614,1.7332335e-07
3.2,1.6138,2.1051044e-07
3.21,1.6136,2.7497077e-07
3.22,1.6134,2.8341088e-07
3.23,1.6131,2.5372642e-07
3.24,1.6129,2.4363878e-07
3.25,1.6127,2.6170271e-07
3.26,1.6125,3.2187933e-07
3.27,1.6123,3.9126748e-07
3.28,1.612,4.0358279e-07
3.29,1.6118,3.7230681e-07
3.3,1.6116,3.8429922e-07
3.31,1.6114,4.3637682e-07
3.32,1.6111,5.2370726e-07
3.33,1.6109,5.7431344e-07
3.34,1.6107,6.0768498e-07
3.35,1.6105,5.9670912e-07
3.36,1.6102,6.1853376e-07
3.37,1.61,7.110933e-07
3.38,1.6098,8.4538305e-07
3.39,1.6095,9.2034675e-07
3.4,1.6093,9.7908129e-07
3.41,1.6091,1.0590846e-06
3.42,1.6088,1.1542247e-06
3.43,1.6086,1.2471598e-06
3.44,1.6084,1.4025941e-06
3.45,1.6081,1.5836712e-06
3.46,1.6079,1.7361106e-06
3.47,1.6077,1.9159198e-06
3.48,1.6074,2.161577e-06
3.49,1.6072,2.4819439e-06
3.5,1.6069,2.9163501e-06
3.51,1.6067,3.3972044e-06
3.52,1.6065,3.8887412e-06
3.53,1.6062,4.4350167e-06
3.54,1.606,5.070102e-06
3.55,1.6057,5.8114146e-06
3.56,1.6055,6.6809909e-06
3.57,1.6052,7.7045071e-06
3.58,1.605,8.8569012e-06
3.59,1.6047,1.0129809e-05
3.6,1.6045,1.1540318e-05
3.61,1.6042,1.3110314e-05
3.62,1.604,1.4805611e-05
3.63,1.6037,1.6378212e-05
3.64,1.6035,1.7302621e-05
3.65,1.6032,1.7443227e-05
3.66,1.603,1.715671e-05
3.67,1.6027,1.6911475e-05
3.68,1.6024,1.6936819e-05
3.69,1.6022,1.7187329e-05
3.7,1.6019,1.7429251e-05
3.71,1.6017,1.7485905e-05
3.72,1.6014,1.7519632e-05
3.73,1.6011,1.7791981e-05
3.74,1.6009,1.8507093e-05
3.75,1.6006,1.9771716e-05
3.76,1.6004,2.1413756e-05
3.77,1.6001,2.3426691e-05
3.78,1.5998,2.5972894e-05
3.79,1.5996,2.8674047e-05
3.8,1.5993,3.0977954e-05
3.81,1.599,3.278831e-05
3.82,1.5987,3.3616035e-05
3.83,1.5985,3.3016232e-05
3.84,1.5982,3.1316035e-05
3.85,1.5979,2.9313766e-05
3.86,1.5977,2.744295e-05
3.87,1.5974,2.518467e-05
3.88,1.5971,2.2184314e-05
3.89,1.5968,1.9169871e-05
3.9,1.5965,1.6482004e-05
3.91,1.5963,1.3885383e-05
3.92,1.596,1.1418699e-05
3.93,1.5957,9.3574779e-06
3.94,1.5954,7.8414553e-06
3.95,1.5951,6.7817359e-06
3.96,1.5948,6.0809869e-06
3.97,1.5946,5.6572263e-06
3.98,1.5943,5.4472945e-06
3.99,1.594,5.3557525e-06
4.0,1.5937,5.3517684e-06
4.01,1.5934,5.364048e-06
4.02,1.5931,5.3738701e-06
4.03,1.5928,5.3947212e-06
4.04,1.5925,5.4742705e-06
4.05,1.5922,5.6395357e-06
4.06,1.5919,5.894014e-06
4.07,1.5916,6.2124228e-06
4.08,1.5914,6.5586329e-06
4.09,1.5911,6.9184432e-06
4.1,1.5908,7.3139431e-06
4.11,1.5905,7.7768161e-06
4.12,1.5902,8.3436338e-06
4.13,1.5898,9.0355602e-06
4.14,1.5895,9.8310472e-06
4.15,1.5892,1.0689528e-05
4.16,1.5889,1.1542117e-05
4.17,1.5886,1.2308225e-05
4.18,1.5883,1.2938965e-05
4.19,1.588,1.3423956e-05
4.2,1.5877,1.3814729e-05
4.21,1.5874,1.418257e-05
4.22,1.5871,1.461689e-05
4.23,1.5868,1.5121219e-05
4.24,1.5864,1.5632655e-05
4.25,1.5861,1.6092291e-05
4.26,1.5858,1.6506558e-05
4.27,1.5855,1.6896028e-05
4.28,1.5852,1.7211091e-05
4.29,1.5849,1.7469823e-05
4.3,1.5845,1.7748025e-05
4.31,1.5842,1.8105202e-05
4.32,1.5839,1.8563622e-05
4.33,1.5836,1.9126553e-05
4.34,1.5832,1.975466e-05
4.35,1.5829,2.0381412e-05
4.36,1.5826,2.0993206e-05
4.37,1.5823,2.1597701e-05
4.38,1.5819,2.2221991e-05
4.39,1.5816,2.2883637e-05
4.4,1.5813,2.3604195e-05
4.41,1.5809,2.4365313e-05
4.42,1.5806,2.5122717e-05
4.43,1.5803,2.5825042e-05
4.44,1.5799,2.642769e-05
4.45,1.5796,2.7010408e-05
4.46,1.5792,2.7680369e-05
4.47,1.5789,2.8445541e-05
4.48,1.5786,2.9273217e-05
4.49,1.5782,3.0134159e-05
4.5,1.5779,3.1000793e-05
4.51,1.5775,3.1909848e-05
4.52,1.5772,3.289113e-05
4.53,1.5768,3.3962188e-05
4.54,1.5765,3.5095351e-05
4.55,1.5761,3.6223651e-05
4.56,1.5758,3.7312468e-05
4.57,1.5754,3.8359763e-05
4.58,1.5751,3.9341412e-05
4.59,1.5747,4.0235455e-05
4.6,1.5744,4.1064369e-05
4.61,1.574,4.1819837e-05
4.62,1.5736,4.2538236e-05
4.63,1.5733,4.3197503e-05
4.64,1.5729,4.377326e-05
4.65,1.5726,4.4288949e-05
4.66,1.5722,4.47379e-05
4.67,1.5718,4.5211772e-05
4.68,1.5715,4.5820818e-05
4.69,1.5711,4.6579602e-05
4.7,1.5707,4.7382063e-05
4.71,1.5704,4.810003e-05
4.72,1.57,4.8705999e-05
4.73,1.5696,4.9211682e-05
4.74,1.5692,4.9669838e-05
4.75,1.5689,5.0202779e-05
4.76,1.5685,5.0889347e-05
4.77,1.5681,5.1703548e-05
4.78,1.5677,5.2615734e-05
4.79,1.5673,5.3645816e-05
4.8,1.567,5.4738314e-05
4.81,1.5666,5.5964585e-05
4.82,1.5662,5.7452644e-05
4.83,1.5658,5.930773e-05
4.84,1.5654,6.1756751e-05
4.85,1.565,6.5003594e-05
4.86,1.5646,6.9064876e-05
4.87,1.5643,7.3825123e-05
4.88,1.5639,7.8985194e-05
4.89,1.5635,8.4323712e-05
4.9,1.5631,8.9841429e-05
4.91,1.5627,9.5269307e-05
4.92,1.5623,9.9694516e-05
4.93,1.5619,0.00010272365
4.94,1.5615,0.00010534182
4.95,1.5611,0.000108411
4.96,1.5607,0.00011215556
4.97,1.5603,0.00011659634
4.98,1.5599,0.00012156226
4.99,1.5594,0.00012729185
5.0,1.559,0.00013400999
5.01,1.5586,0.00014237872
5.02,1.5582,0.00015253423
5.03,1.5578,0.0001650138
5.04,1.5574,0.00018073326
5.05,1.557,0.00020061184
5.06,1.5565,0.00022531744
5.07,1.5561,0.000255
5.08,1.5557,0.0003
5.09,1.5553,0.0004
5.1,1.5549,0.00055
5.11,1.5544,0.00075
5.12,1.554,0.001
5.13,1.5536,0.00125
5.14,1.5531,0.00145
5.15,1.5527,0.00161
5.16,1.5523,0.001703758
5.17,1.5518,0.001756198
5.18,1.5514,0.0017860733
5.19,1.551,0.0018199218
5.2,1.5505,0.001839416
5.21,1.5501,0.0018533492
5.22,1.5496,0.0018741403
5.23,1.5492,0.0018822125
5.24,1.5488,0.0018992412
5.25,1.5483,0.0019246727
5.26,1.5479,0.0019656345
5.27,1.5474,0.0019834956
5.28,1.547,0.0020091154
5.29,1.5465,0.0020143069
5.3,1.5461,0.0020308277
5.31,1.5456,0.0020116984
5.32,1.5451,0.001995139
5.33,1.5447,0.0019827727
5.34,1.5442,0.0019801506
5.35,1.5438,0.0019732074
5.36,1.5433,0.0019759838
5.37,1.5428,0.0019882176
5.38,1.5424,0.0020134875
5.39,1.5419,0.0020605171
5.4,1.5414,0.0020858366
5.41,1.5409,0.0021574499
5.42,1.5405,0.0021281859
5.43,1.54,0.0021384265
5.44,1.5395,0.0021457878
5.45,1.539,0.0021406731
5.46,1.5385,0.0021785682
5.47,1.5381,0.0021791237
5.48,1.5376,0.0022836588
5.49,1.5371,0.0023563746
5.5,1.5366,0.0024313155
5.51,1.5361,0.0025363233
5.52,1.5356,0.0026285046
5.53,1.5351,0.0026867735
5.54,1.5346,0.0027648634
5.55,1.5341,0.0028700262
5.56,1.5336,0.002969953
5.57,1.5331,0.0029723829
5.58,1.5326,0.0029416428
5.59,1.5321,0.0030060151
5.6,1.5316,0.0030840606
5.61,1.5311,0.003048128
5.62,1.5306,0.002943581
5.63,1.5301,0.0028912057
5.64,1.5296,0.0029057751
5.65,1.5291,0.0029605119
5.66,1.5285,0.0029512236
5.67,1.528,0.0028523519
5.68,1.5275,0.0027888177
5.69,1.527,0.0028481106
5.7,1.5264,0.0029116798
5.71,1.5259,0.0030173138
5.72,1.5254,0.0030219124
5.73,1.5249,0.0030059162
5.74,1.5243,0.0031276524
5.75,1.5238,0.0032464921
5.76,1.5233,0.0033376165
5.77,1.5227,0.0034090473
5.78,1.5222,0.0033382379
5.79,1.5216,0.0032766423
5.8,1.5211,0.0032383378
5.81,1.5205,0.0032366617
5.82,1.52,0.0032838811
5.83,1.5194,0.0032877203
5.84,1.5189,0.0032503866
5.85,1.5183,0.0031952279
5.86,1.5178,0.0030878177
5.87,1.5172,0.0029312491
5.88,1.5167,0.0027641114
5.89,1.5161,0.0026760788
5.9,1.5155,0.0026405493
5.91,1.515,0.0025405862
5.92,1.5144,0.0023220009
5.93,1.5138,0.0021907451
5.94,1.5132,0.0020799057
5.95,1.5127,0.0019698847
5.96,1.5121,0.0018834252
5.97,1.5115,0.0018134422
5.98,1.5109,0.0017537752
5.99,1.5103,0.0017066687
6.0,1.5097,0.0016663221
6.01,1.5092,0.0016378002
6.02,1.5086,0.0016108842
6.03,1.508,0.0015898989
6.04,1.5074,0.0015702521
6.05,1.5068,0.0015532209
6.06,1.5062,0.001533852
6.07,1.5056,0.0015159996
6.08,1.505,0.0014970247
6.09,1.5044,0.0014809244
6.1,1.5038,0.0014667271
6.11,1.5031,0.001452797
6.12,1.5025,0.001437391
6.13,1.5019,0.001423259
6.14,1.5013,0.0014117944
6.15,1.5007,0.0014019594
6.16,1.5,0.0013912896
6.17,1.4994,0.0013819312
6.18,1.4988,0.0013750937
6.19,1.4982,0.001369816
6.2,1.4975,0.0013653344
6.21,1.4969,0.0013622037
6.22,1.4963,0.0013575737
6.23,1.4956,0.0013561332
6.24,1.495,0.0013542681
6.25,1.4943,0.0013511499
6.26,1.4937,0.0013493636
6.27,1.493,0.0013502865
6.28,1.4924,0.0013514406
6.29,1.4917,0.0013475545
6.3,1.4911,0.0013456154
6.31,1.4904,0.0013475947
6.32,1.4897,0.0013533372
6.33,1.4891,0.0013617581
6.34,1.4884,0.001374326
6.35,1.4877,0.0013887791
6.36,1.487,0.0014008842
6.37,1.4864,0.0014197795
6.38,1.4857,0.001440344
6.39,1.485,0.0014597527
6.4,1.4843,0.0014780667
6.41,1.4836,0.0014947566
6.42,1.4829,0.0015102121
6.43,1.4822,0.001525216
6.44,1.4815,0.0015407453
6.45,1.4808,0.001555757
6.46,1.4801,0.0015693919
6.47,1.4794,0.0015809785
6.48,1.4787,0.0015917924
6.49,1.478,0.0016038732
6.5,1.4773,0.0016138741
6.51,1.4766,0.0016178047
6.52,1.4759,0.0016200684
6.53,1.4751,0.0016200879
6.54,1.4744,0.0016185385
6.55,1.4737,0.0016178847
6.56,1.473,0.0016121211
6.57,1.4722,0.0016042598
6.58,1.4715,0.0015945755
6.59,1.4708,0.0015878609
6.6,1.47,0.0015855975
6.61,1.4693,0.0015840135
6.62,1.4685,0.0015858155
6.63,1.4678,0.0015915612
6.64,1.467,0.0015964344
6.65,1.4662,0.001605897
6.66,1.4655,0.001617476
6.67,1.4647,0.001632246
6.68,1.4639,0.0016496759
6.69,1.4632,0.0016667274
6.7,1.4624,0.0016860616
6.71,1.4616,0.0017073359
6.72,1.4608,0.0017306462
6.73,1.4601,0.0017527853
6.74,1.4593,0.0017734706
6.75,1.4585,0.0018000635
6.76,1.4577,0.0018265695
6.77,1.4569,0.0018376244
6.78,1.4561,0.0018473946
6.79,1.4553,0.0018559551
6.8,1.4545,0.001863152
6.81,1.4537,0.0018585995
6.82,1.4528,0.0018433175
6.83,1.452,0.0018090418
6.84,1.4512,0.0017977142
6.85,1.4504,0.0017821513
6.86,1.4495,0.0017787083
6.87,1.4487,0.001794549
6.88,1.4479,0.001816482
6.89,1.447,0.0018461551
6.9,1.4462,0.0018861892
6.91,1.4453,0.0019298435
6.92,1.4445,0.0020093226
6.93,1.4436,0.002095
6.94,1.4428,0.00218
6.95,1.4419,0.00227
6.96,1.441,0.00236
6.97,1.4402,0.00245
6.98,1.4393,0.00254
6.99,1.4384,0.00263
7.0,1.4375,0.00268
7.01,1.4366,0.00271
7.02,1.4357,0.00273
7.03,1.4349,0.0027446069
7.04,1.434,0.0027537007
7.05,1.4331,0.0027628991
7.06,1.4321,0.0027722049
7.07,1.4312,0.0027816564
7.08,1.4303,0.0027910578
7.09,1.4294,0.0028005731
7.1,1.4285,0.002810233
7.11,1.4275,0.0028199494
7.12,1.4266,0.0028297117
7.13,1.4257,0.0028395259
7.14,1.4247,0.0028494332
7.15,1.4238,0.0028594944
7.16,1.4228,0.0028695918
7.17,1.4219,0.0028797784
7.18,1.4209,0.0028900307
7.19,1.42,0.0029004839
7.2,1.419,0.0029109377
7.21,1.418,0.0029214932
7.22,1.417,0.0029321381
7.23,1.4161,0.0029427791
7.24,1.4151,0.002953683
7.25,1.4141,0.002964606
7.26,1.4131,0.002975566
7.27,1.4121,0.0029867506
7.28,1.4111,0.002997906
7.29,1.4101,0.0030092399
7.3,1.4091,0.0030205372
7.31,1.408,0.003032124
7.32,1.407,0.0030437861
7.33,1.406,0.0030553605
7.34,1.4049,0.0030672131
7.35,1.4039,0.0030791942
7.36,1.4029,0.0030910406
7.37,1.4018,0.0031032771
7.38,1.4007,0.0031154652
7.39,1.3997,0.0031278541
7.4,1.3986,0.0031403116
7.41,1.3975,0.003152812
7.42,1.3965,0.0031654774
7.43,1.3954,0.0031783077
7.44,1.3943,0.0031911927
7.45,1.3932,0.0032041642
7.46,1.3921,0.0032173978
7.47,1.391,0.0032306021
7.48,1.3899,0.0032440172
7.49,1.3888,0.0032575994
7.5,1.3877,0.0032711367
7.51,1.3865,0.0032849556
