wavelength_um,n,k
0.236,1.7764463,2.0020163e-07
0.237,1.7748347,1.8490476e-07
0.238,1.7732231,1.8064278e-07
0.239,1.7716116,1.6687881e-07
0.24,1.77,1.4895221e-07
0.241,1.7686667,1.4298935e-07
0.242,1.7673333,1.3690927e-07
0.243,1.766,1.1816196e-07
0.244,1.7646667,9.8240334e-08
0.245,1.7633333,9.3315463e-08
0.246,1.762,8.6298924e-08
0.247,1.7606667,7.9973321e-08
0.248,1.7593333,6.6150945e-08
0.249,1.758,5.5324243e-08
0.25,1.7566667,5.3625624e-08
0.26,1.7442,0.0
0.27,1.7334074,0.0
0.28,1.7243589,0.0
0.29,1.7160196,0.0
0.3,1.7088,0.0
0.31,1.7027,0.0
0.32,1.6973242,0.0
0.33,1.6925727,0.0
0.34,1.6886018,0.0
0.35,1.6856345,0.0
0.36,1.6826673,0.0
0.37,1.6797,0.0
0.38,1.6773667,0.0
0.39,1.6750333,0.0
0.4,1.6727,0.0
0.41,1.6709689,0.0
0.42,1.6692379,0.0
0.43,1.6675068,0.0
0.44,1.666128,0.0
0.45,1.6650567,0.0
0.46,1.6639853,0.0
0.47,1.662914,0.0
0.48,1.6618427,0.0
0.49,1.6607713,0.0
0.5,1.6597,0.0
0.51,1.6589,0.0
0.52,1.6581,0.0
0.53,1.6573,0.0
0.54,1.6565,0.0
0.55,1.6557,0.0
0.56,1.6550995,0.0
0.57,1.654499,0.0
0.58,1.6538984,0.0
0.59,1.6532979,0.0
0.6,1.6526974,0.0
0.61,1.6520969,0.0
0.62,1.6515943,0.0
0.63,1.6512825,0.0
0.64,1.6509707,0.0
0.65,1.6506589,0.0
0.66,1.6503471,0.0
0.67,1.6500353,0.0
0.68,1.6497236,0.0
0.69,1.6494118,0.0
0.7,1.6491,0.0
0.71,1.64891,0.0
0.72,1.64872,0.0
0.73,1.64853,0.0
0.74,1.64834,0.0
0.75,1.64815,0.0
0.76,1.64796,0.0
0.77,1.64777,0.0
0.78,1.64758,0.0
0.79,1.64739,0.0
0.8,1.6472,0.0
0.81,1.64703,0.0
0.82,1.64686,0.0
0.83,1.64669,0.0
0.84,1.64652,0.0
0.85,1.64635,0.0
0.86,1.64618,0.0
0.87,1.64601,0.0
0.88,1.64584,0.0
0.89,1.64567,0.0
0.9,1.6455,0.0
0.91,1.64535,0.0
0.92,1.6452,0.0
0.93,1.64505,0.0
0.94,1.6449,0.0
0.95,1.64475,0.0
0.96,1.6446,0.0
0.97,1.64445,0.0
0.98,1.6443,0.0
0.99,1.64415,0.0
1.0,1.644,0.0
1.01,1.64387,0.0
1.02,1.64374,0.0
1.03,1.64361,0.0
1.04,1.64348,0.0
1.05,1.64335,0.0
1.06,1.64322,0.0
1.07,1.64309,0.0
1.08,1.64296,0.0
1.09,1.64283,0.0
1.1,1.6427,0.0
1.11,1.6426249,0.0
1.12,1.6425499,0.0
1.13,1.6424748,0.0
1.14,1.6423997,0.0
1.15,1.6423247,0.0
1.16,1.6422496,0.0
1.17,1.6421745,0.0
1.18,1.6420995,0.0
1.19,1.6420244,0.0
1.2,1.6419493,0.0
1.21,1.6418743,0.0
1.22,1.6417992,0.0
1.23,1.6417242,0.0
1.24,1.6416491,0.0
1.25,1.641574,0.0
1.26,1.6414,0.0
1.27,1.6414,0.0
1.28,1.6413,0.0
1.29,1.6412,0.0
1.3,1.6411,0.0
1.31,1.641,0.0
1.32,1.641,0.0
1.33,1.6409,0.0
1.34,1.6408,0.0
1.35,1.6407,0.0
1.36,1.6406,0.0
1.37,1.6406,0.0
1.38,1.6405,0.0
1.39,1.6404,0.0
1.4,1.6403,0.0
1.41,1.6402,0.0
1.42,1.6401,0.0
1.43,1.64,0.0
1.44,1.64,0.0
1.45,1.6399,0.0
1.46,1.6398,0.0
1.47,1.6397,0.0
1.48,1.6396,0.0
1.49,1.6395,0.0
1.5,1.6394,0.0
1.51,1.6393,0.0
1.52,1.6392,0.0
1.53,1.6391,0.0
1.54,1.639,0.0
1.55,1.639,0.0
1.56,1.6389,0.0
1.57,1.6388,0.0
1.58,1.6387,0.0
1.59,1.6386,0.0
1.6,1.6385,0.0
1.61,1.6384,0.0
1.62,1.6383,0.0
1.63,1.6382,0.0
1.64,1.6381,0.0
1.65,1.638,0.0
1.66,1.6379,0.0
1.67,1.6378,0.0
1.68,1.6377,0.0
1.69,1.6376,0.0
1.7,1.6375,0.0
1.71,1.6374,0.0
1.72,1.6372,0.0
1.73,1.6371,0.0
1.74,1.637,0.0
1.75,1.6369,0.0
1.76,1.6368,0.0
1.77,1.6367,0.0
1.78,1.6366,0.0
1.79,1.6365,0.0
1.8,1.6364,0.0
1.81,1.6363,0.0
1.82,1.6362,0.0
1.83,1.636,0.0
1.84,1.6359,0.0
1.85,1.6358,0.0
1.86,1.6357,0.0
1.87,1.6356,0.0
1.88,1.6355,0.0
1.89,1.6353,0.0
1.9,1.6352,0.0
1.91,1.6351,0.0
1.92,1.635,0.0
1.93,1.6349,0.0
1.94,1.6348,0.0
1.95,1.6346,0.0
1.96,1.6345,0.0
1.97,1.6344,0.0
1.98,1.6343,0.0
1.99,1.6341,0.0
2.0,1.634,0.0
2.01,1.6339,0.0
2.02,1.6338,0.0
2.03,1.6336,0.0
2.04,1.6335,0.0
2.05,1.6334,0.0
2.06,1.6333,0.0
2.07,1.6331,0.0
2.08,1.633,0.0
2.09,1.6329,0.0
2.1,1.6327,0.0
2.11,1.6326,0.0
2.12,1.6325,0.0
2.13,1.6323,0.0
2.14,1.6322,0.0
2.15,1.6321,0.0
2.16,1.6319,0.0
2.17,1.6318,0.0
2.18,1.6317,0.0
2.19,1.6315,0.0
2.2,1.6314,0.0
2.21,1.6313,0.0
2.22,1.6311,0.0
2.23,1.631,0.0
2.24,1.6308,0.0
2.25,1.6307,0.0
2.26,1.6305,0.0
2.27,1.6304,0.0
2.28,1.6303,0.0
2.29,1.6301,0.0
2.3,1.63,0.0
2.31,1.6298,0.0
2.32,1.6297,0.0
2.33,1.6295,0.0
2.34,1.6294,0.0
2.35,1.6292,0.0
2.36,1.6291,0.0
2.37,1.6289,0.0
2.38,1.6288,0.0
2.39,1.6286,0.0
2.4,1.6285,0.0
2.41,1.6283,0.0
2.42,1.6282,0.0
2.43,1.628,0.0
2.44,1.6279,0.0
2.45,1.6277,0.0
2.46,1.6275,0.0
2.47,1.6274,0.0
2.48,1.6272,0.0
2.49,1.6271,0.0
2.5,1.6269,0.0
2.51,1.6268,0.0
2.52,1.6266,0.0
2.53,1.6264,0.0
2.54,1.6263,0.0
2.55,1.6261,0.0
2.56,1.6259,0.0
2.57,1.6258,0.0
2.58,1.6256,0.0
2.59,1.6254,0.0
2.6,1.6253,0.0
2.61,1.6251,0.0
2.62,1.6249,0.0
2.63,1.6248,0.0
2.64,1.6246,0.0
2.65,1.6244,0.0
2.66,1.6243,0.0
2.67,1.6241,0.0
2.68,1.6239,0.0
2.69,1.6237,0.0
2.7,1.6236,0.0
2.71,1.6234,0.0
2.72,1.6232,0.0
2.73,1.623,0.0
2.74,1.6229,0.0
2.75,1.6227,0.0
2.76,1.6225,0.0
2.77,1.6223,0.0
2.78,1.6221,0.0
2.79,1.622,0.0
2.8,1.6218,0.0
2.81,1.6216,0.0
2.82,1.6214,0.0
2.83,1.6212,0.0
2.84,1.621,0.0
2.85,1.6209,0.0
2.86,1.6207,0.0
2.87,1.6205,0.0
2.88,1.6203,0.0
2.89,1.6201,0.0
2.9,1.6199,0.0
2.91,1.6197,0.0
2.92,1.6195,0.0
2.93,1.6193,0.0
2.94,1.6191,0.0
2.95,1.619,0.0
2.96,1.6188,0.0
2.97,1.6186,0.0
2.98,1.6184,0.0
2.99,1.6182,0.0
3.0,1.618,0.0
3.01,1.6178,0.0
3.02,1.6176,0.0
3.03,1.6174,0.0
3.04,1.6172,0.0
3.05,1.617,0.0
3.06,1.6168,0.0
3.07,1.6166,0.0
3.08,1.6164,0.0
3.09,1.6162,1.2223321e-07
3.1,1.6159,1.7650068e-07
3.11,1.6157,1.688209e-07
3.12,1.6155,1.4549151e-07
3.13,1.6153,1.2566563e-07
3.14,1.6151,1.4002473e-07
3.15,1.6149,2.1469689e-07
3.16,1.6147,2.2937152e-07
3.17,1.6145,2.0832043e-07
3.18,1.6143,1.5729439e-07
3.19,1.6141,1.7332335e-07
3.2,1.6138,2.1051044e-07
3.21,1.6136,2.7497077e-07
3.22,1.6134,2.8341088e-07
3.23,1.6132,2.5372642e-07
3.24,1.613,2.4363878e-07
3.25,1.6128,2.6170271e-07
3.26,1.6125,3.2187933e-07
3.27,1.6123,3.9126748e-07
3.28,1.6121,4.0358279e-07
3.29,1.6119,3.7230681e-07
3.3,1.6117,3.8429922e-07
3.31,1.6114,4.3637682e-07
3.32,1.6112,5.2370726e-07
3.33,1.611,5.7431344e-07
3.34,1.6108,6.0768498e-07
3.35,1.6105,5.9670912e-07
3.36,1.6103,6.1853376e-07
3.37,1.6101,7.110933e-07
3.38,1.6098,8.4538305e-07
3.39,1.6096,9.2034675e-07
3.4,1.6094,9.7908129e-07
3.41,1.6091,1.0590846e-06
3.42,1.6089,1.1542247e-06
3.43,1.6087,1.2471598e-06
3.44,1.6084,1.4025941e-06
3.45,1.6082,1.5836712e-06
3.46,1.608,1.7361106e-06
3.47,1.6077,1.9159198e-06
3.48,1.6075,2.161577e-06
3.49,1.6073,2.4819439e-06
3.5,1.607,2.9163501e-06
3.51,1.6068,3.3972044e-06
3.52,1.6065,3.8887412e-06
3.53,1.6063,4.4350167e-06
3.54,1.606,5.070102e-06
3.55,1.6058,5.8114146e-06
3.56,1.6056,6.6809909e-06
3.57,1.6053,7.7045071e-06
3.58,1.6051,8.8569012e-06
3.59,1.6048,1.0129809e-05
3.6,1.6046,1.1540318e-05
3.61,1.6043,1.3110314e-05
3.62,1.6041,1.4805611e-05
3.63,1.6038,1.6378212e-05
3.64,1.6036,1.7302621e-05
3.65,1.6033,1.7443227e-05
3.66,1.603,1.715671e-05
3.67,1.6028,1.6911475e-05
3.68,1.6025,1.6936819e-05
3.69,1.6023,1.7187329e-05
3.7,1.602,1.7429251e-05
3.71,1.6018,1.7485905e-05
3.72,1.6015,1.7519632e-05
3.73,1.6012,1.7791981e-05
3.74,1.601,1.8507093e-05
3.75,1.6007,1.9771716e-05
3.76,1.6004,2.1413756e-05
3.77,1.6002,2.3426691e-05
3.78,1.5999,2.5972894e-05
3.79,1.5996,2.8674047e-05
3.8,1.5994,3.0977954e-05
3.81,1.5991,3.278831e-05
3.82,1.5988,3.3616035e-05
3.83,1.5986,3.3016232e-05
3.84,1.5983,3.1316035e-05
3.85,1.598,2.9313766e-05
3.86,1.5977,2.744295e-05
3.87,1.5975,2.518467e-05
3.88,1.5972,2.2184314e-05
3.89,1.5969,1.9169871e-05
3.9,1.5966,1.6482004e-05
3.91,1.5964,1.3885383e-05
3.92,1.5961,1.1418699e-05
3.93,1.5958,9.3574779e-06
3.94,1.5955,7.8414553e-06
3.95,1.5952,6.7817359e-06
3.96,1.5949,6.0809869e-06
3.97,1.5947,5.6572263e-06
3.98,1.5944,5.4472945e-06
3.99,1.5941,5.3557525e-06
4.0,1.5938,5.3517684e-06
4.01,1.5935,5.364048e-06
4.02,1.5932,5.3738701e-06
4.03,1.5929,5.3947212e-06
4.04,1.5926,5.4742705e-06
4.05,1.5923,5.6395357e-06
4.06,1.592,5.894014e-06
4.07,1.5917,6.2124228e-06
4.08,1.5915,6.5586329e-06
4.09,1.5912,6.9184432e-06
4.1,1.5909,7.3139431e-06
4.11,1.5906,7.7768161e-06
4.12,1.5903,8.3436338e-06
4.13,1.59,9.0355602e-06
4.14,1.5896,9.8310472e-06
4.15,1.5893,1.0689528e-05
4.16,1.589,1.1542117e-05
4.17,1.5887,1.2308225e-05
4.18,1.5884,1.2938965e-05
4.19,1.5881,1.3423956e-05
4.2,1.5878,1.3814729e-05
4.21,1.5875,1.418257e-05
4.22,1.5872,1.461689e-05
4.23,1.5869,1.5121219e-05
4.24,1.5866,1.5632655e-05
4.25,1.5862,1.6092291e-05
4.26,1.5859,1.6506558e-05
4.27,1.5856,1.6896028e-05
4.28,1.5853,1.7211091e-05
4.29,1.585,1.7469823e-05
4.3,1.5847,1.7748025e-05
4.31,1.5843,1.8105202e-05
4.32,1.584,1.8563622e-05
4.33,1.5837,1.9126553e-05
4.34,1.5834,1.975466e-05
4.35,1.583,2.0381412e-05
4.36,1.5827,2.0993206e-05
4.37,1.5824,2.1597701e-05
4.38,1.582,2.2221991e-05
4.39,1.5817,2.2883637e-05
4.4,1.5814,2.3604195e-05
4.41,1.581,2.4365313e-05
4.42,1.5807,2.5122717e-05
4.43,1.5804,2.5825042e-05
4.44,1.58,2.642769e-05
4.45,1.5797,2.7010408e-05
4.46,1.5794,2.7680369e-05
4.47,1.579,2.8445541e-05
4.48,1.5787,2.9273217e-05
4.49,1.5783,3.0134159e-05
4.5,1.578,3.1000793e-05
4.51,1.5777,3.1909848e-05
4.52,1.5773,3.289113e-05
4.53,1.577,3.3962188e-05
4.54,1.5766,3.5095351e-05
4.55,1.5763,3.6223651e-05
4.56,1.5759,3.7312468e-05
4.57,1.5756,3.8359763e-05
4.58,1.5752,3.9341412e-05
4.59,1.5749,4.0235455e-05
4.6,1.5745,4.1064369e-05
4.61,1.5741,4.1819837e-05
4.62,1.5738,4.2538236e-05
4.63,1.5734,4.3197503e-05
4.64,1.5731,4.377326e-05
4.65,1.5727,4.4288949e-05
4.66,1.5723,4.47379e-05
4.67,1.572,4.5211772e-05
4.68,1.5716,4.5820818e-05
4.69,1.5712,4.6579602e-05
4.7,1.5709,4.7382063e-05
4.71,1.5705,4.810003e-05
4.72,1.5701,4.8705999e-05
4.73,1.5698,4.9211682e-05
4.74,1.5694,4.9669838e-05
4.75,1.569,5.0202779e-05
4.76,1.5686,5.0889347e-05
4.77,1.5683,5.1703548e-05
4.78,1.5679,5.2615734e-05
4.79,1.5675,5.3645816e-05
4.8,1.5671,5.4738314e-05
4.81,1.5667,5.5964585e-05
4.82,1.5663,5.7452644e-05
4.83,1.566,5.930773e-05
4.84,1.5656,6.1756751e-05
4.85,1.5652,6.5003594e-05
4.86,1.5648,6.9064876e-05
4.87,1.5644,7.3825123e-05
4.88,1.564,7.8985194e-05
4.89,1.5636,8.4323712e-05
4.9,1.5632,8.9841429e-05
4.91,1.5628,9.5269307e-05
4.92,1.5624,9.9694516e-05
4.93,1.562,0.00010272365
4.94,1.5616,0.00010534182
4.95,1.5612,0.000108411
4.96,1.5608,0.00011215556
4.97,1.5604,0.00011659634
4.98,1.56,0.00012156226
4.99,1.5596,0.00012729185
5.0,1.5592,0.00013400999
5.01,1.5588,0.00014237872
5.02,1.5584,0.00015253423
5.03,1.558,0.0001650138
5.04,1.5575,0.00018073326
5.05,1.5571,0.00020061184
5.06,1.5567,0.00022531744
5.07,1.5563,0.000255
5.08,1.5559,0.0003
5.09,1.5555,0.0004
5.1,1.555,0.00055
5.11,1.5546,0.00075
5.12,1.5542,0.001
5.13,1.5537,0.00125
5.14,1.5533,0.00145
5.15,1.5529,0.00161
5.16,1.5525,0.001703758
5.17,1.552,0.001756198
5.18,1.5516,0.0017860733
5.19,1.5511,0.0018199218
5.2,1.5507,0.001839416
5.21,1.5503,0.0018533492
5.22,1.5498,0.0018741403
5.23,1.5494,0.0018822125
5.24,1.5489,0.0018992412
5.25,1.5485,0.0019246727
5.26,1.548,0.0019656345
5.27,1.5476,0.0019834956
5.28,1.5471,0.0020091154
5.29,1.5467,0.0020143069
5.3,1.5462,0.0020308277
5.31,1.5458,0.0020116984
5.32,1.5453,0.001995139
5.33,1.5449,0.0019827727
5.34,1.5444,0.0019801506
5.35,1.5439,0.0019732074
5.36,1.5435,0.0019759838
5.37,1.543,0.0019882176
5.38,1.5425,0.0020134875
5.39,1.5421,0.0020605171
5.4,1.5416,0.0020858366
5.41,1.5411,0.0021574499
5.42,1.5407,0.0021281859
5.43,1.5402,0.0021384265
5.44,1.5397,0.0021457878
5.45,1.5392,0.0021406731
5.46,1.5387,0.0021785682
5.47,1.5383,0.0021791237
5.48,1.5378,0.0022836588
5.49,1.5373,0.0023563746
5.5,1.5368,0.0024313155
5.51,1.5363,0.0025363233
5.52,1.5358,0.0026285046
5.53,1.5353,0.0026867735
5.54,1.5348,0.0027648634
5.55,1.5343,0.0028700262
5.56,1.5338,0.002969953
5.57,1.5333,0.0029723829
5.58,1.5328,0.0029416428
5.59,1.5323,0.0030060151
5.6,1.5318,0.0030840606
5.61,1.5313,0.003048128
5.62,1.5308,0.002943581
5.63,1.5303,0.0028912057
5.64,1.5298,0.0029057751
5.65,1.5293,0.0029605119
5.66,1.5288,0.0029512236
5.67,1.5282,0.0028523519
5.68,1.5277,0.0027888177
5.69,1.5272,0.0028481106
5.7,1.5267,0.0029116798
5.71,1.5261,0.0030173138
5.72,1.5256,0.0030219124
5.73,1.5251,0.0030059162
5.74,1.5245,0.0031276524
5.75,1.524,0.0032464921
5.76,1.5235,0.0033376165
5.77,1.5229,0.0034090473
5.78,1.5224,0.0033382379
5.79,1.5219,0.0032766423
5.8,1.5213,0.0032383378
5.81,1.5208,0.0032366617
5.82,1.5202,0.0032838811
5.83,1.5197,0.0032877203
5.84,1.5191,0.0032503866
5.85,1.5186,0.0031952279
5.86,1.518,0.0030878177
5.87,1.5175,0.0029312491
5.88,1.5169,0.0027641114
5.89,1.5163,0.0026760788
5.9,1.5158,0.0026405493
5.91,1.5152,0.0025405862
5.92,1.5146,0.0023220009
5.93,1.5141,0.0021907451
5.94,1.5135,0.0020799057
5.95,1.5129,0.0019698847
5.96,1.5123,0.0018834252
5.97,1.5118,0.0018134422
5.98,1.5112,0.0017537752
5.99,1.5106,0.0017066687
6.0,1.51,0.0016663221
6.01,1.5094,0.0016378002
6.02,1.5088,0.0016108842
6.03,1.5082,0.0015898989
6.04,1.5076,0.0015702521
6.05,1.507,0.0015532209
6.06,1.5064,0.001533852
6.07,1.5058,0.0015159996
6.08,1.5052,0.0014970247
6.09,1.5046,0.0014809244
6.1,1.504,0.0014667271
6.11,1.5034,0.001452797
6.12,1.5028,0.001437391
6.13,1.5022,0.001423259
6.14,1.5016,0.0014117944
6.15,1.5009,0.0014019594
6.16,1.5003,0.0013912896
6.17,1.4997,0.0013819312
6.18,1.4991,0.0013750937
6.19,1.4984,0.001369816
6.2,1.4978,0.0013653344
6.21,1.4972,0.0013622037
6.22,1.4965,0.0013575737
6.23,1.4959,0.0013561332
6.24,1.4952,0.0013542681
6.25,1.4946,0.0013511499
6.26,1.494,0.0013493636
6.27,1.4933,0.0013502865
6.28,1.4927,0.0013514406
6.29,1.492,0.0013475545
6.3,1.4913,0.0013456154
6.31,1.4907,0.0013475947
6.32,1.49,0.0013533372
6.33,1.4894,0.0013617581
6.34,1.4887,0.001374326
6.35,1.488,0.0013887791
6.36,1.4873,0.0014008842
6.37,1.4867,0.0014197795
6.38,1.486,0.001440344
6.39,1.4853,0.0014597527
6.4,1.4846,0.0014780667
6.41,1.4839,0.0014947566
6.42,1.4832,0.0015102121
6.43,1.4825,0.001525216
6.44,1.4819,0.0015407453
6.45,1.4812,0.001555757
6.46,1.4805,0.0015693919
6.47,1.4798,0.0015809785
6.48,1.479,0.0015917924
6.49,1.4783,0.0016038732
6.5,1.4776,0.0016138741
6.51,1.4769,0.0016178047
6.52,1.4762,0.0016200684
6.53,1.4755,0.0016200879
6.54,1.4747,0.0016185385
6.55,1.474,0.0016178847
6.56,1.4733,0.0016121211
6.57,1.4726,0.0016042598
6.58,1.4718,0.0015945755
6.59,1.4711,0.0015878609
6.6,1.4703,0.0015855975
6.61,1.4696,0.0015840135
6.62,1.4688,0.0015858155
6.63,1.4681,0.0015915612
6.64,1.4673,0.0015964344
6.65,1.4666,0.001605897
6.66,1.4658,0.001617476
6.67,1.4651,0.001632246
6.68,1.4643,0.0016496759
6.69,1.4635,0.0016667274
6.7,1.4627,0.0016860616
6.71,1.462,0.0017073359
6.72,1.4612,0.0017306462
6.73,1.4604,0.0017527853
6.74,1.4596,0.0017734706
6.75,1.4588,0.0018000635
6.76,1.458,0.0018265695
6.77,1.4572,0.0018376244
6.78,1.4564,0.0018473946
6.79,1.4556,0.0018559551
6.8,1.4548,0.001863152
6.81,1.454,0.0018585995
6.82,1.4532,0.0018433175
6.83,1.4524,0.0018090418
6.84,1.4516,0.0017977142
6.85,1.4507,0.0017821513
6.86,1.4499,0.0017787083
6.87,1.4491,0.001794549
6.88,1.4482,0.001816482
6.89,1.4474,0.0018461551
6.9,1.4466,0.0018861892
6.91,1.4457,0.0019298435
6.92,1.4449,0.0020093226
6.93,1.444,0.002095
6.94,1.4431,0.00218
6.95,1.4423,0.00227
6.96,1.4414,0.00236
6.97,1.4405,0.00245
6.98,1.4397,0.00254
6.99,1.4388,0.00263
7.0,1.4379,0.00268
7.01,1.437,0.00271
7.02,1.4361,0.00273
7.03,1.4352,0.0027446069
7.04,1.4343,0.0027537007
7.05,1.4334,0.0027628991
7.06,1.4325,0.0027722049
7.07,1.4316,0.0027816564
7.08,1.4307,0.0027910578
7.09,1.4298,0.0028005731
7.1,1.4289,0.002810233
7.11,1.428,0.0028199494
7.12,1.427,0.0028297117
7.13,1.4261,0.0028395259
7.14,1.4251,0.0028494332
7.15,1.4242,0.0028594944
7.16,1.4233,0.0028695918
7.17,1.4223,0.0028797784
7.18,1.4213,0.0028900307
7.19,1.4204,0.0029004839
7.2,1.4194,0.0029109377
7.21,1.4184,0.0029214932
7.22,1.4175,0.0029321381
7.23,1.4165,0.0029427791
7.24,1.4155,0.002953683
7.25,1.4145,0.002964606
7.26,1.4135,0.002975566
7.27,1.4125,0.0029867506
7.28,1.4115,0.002997906
7.29,1.4105,0.0030092399
7.3,1.4095,0.0030205372
7.31,1.4085,0.003032124
7.32,1.4075,0.0030437861
7.33,1.4064,0.0030553605
7.34,1.4054,0.0030672131
7.35,1.4043,0.0030791942
7.36,1.4033,0.0030910406
7.37,1.4023,0.0031032771
7.38,1.4012,0.0031154652
7.39,1.4001,0.0031278541
7.4,1.3991,0.0031403116
7.41,1.398,0.003152812
7.42,1.3969,0.0031654774
7.43,1.3959,0.0031783077
7.44,1.3948,0.0031911927
7.45,1.3937,0.0032041642
7.46,1.3926,0.0032173978
7.47,1.3915,0.0032306021
7.48,1.3904,0.0032440172
7.49,1.3893,0.0032575994
7.5,1.3881,0.0032711367
7.51,1.387,0.0032849556
7.52,1.3859,0.0032987856
